item_id,A_LMM,B_LMM,A_CLMM,B_CLMM
word_001,0.6465134099068477,-1.020104548582025,-0.19770785859468676,-0.16773090959079623
word_002,5.087691902908523,3.2037092597696977,-0.02408056484698204,0.3968006525967073
word_003,1.6293922103457796,3.530694754668887,-0.8003235186408831,-0.8211117525032873
word_004,3.4289341160791036,0.839367000454581,-1.983340989460358,-1.5410836876114007
word_005,1.3733822288419322,2.4798655502634293,0.5076071479983217,0.3986397813358954
word_006,3.1166380383770083,2.7881324892811596,0.6906053541383733,0.6623095638230415
word_007,-0.712207102736715,0.477221429533329,-0.9197476755351447,-0.7161633738643447
word_008,2.922800890091682,2.9957661581985295,0.40220020607361695,0.8773671465376345
word_009,-1.304862794035527,-0.9465429793346969,-1.0124470300186486,-1.6298058806276516
word_010,3.1973589447690056,2.959291924659279,0.14211981384774286,0.13043330448838017
word_011,-0.03582991984691963,0.36779872846678563,-0.40502496600191124,-0.4553958059585855
word_012,-1.4940364692265433,-0.630524366667307,-2.743867130313248,-3.1163350607599245
word_013,5.638618335055021,5.920276556997094,1.37314583359203,0.8580216213297015
word_014,3.195719284840503,3.9052061566280143,0.4808387840824198,0.15319906348943824
word_015,2.0657304069519866,4.8039283522062615,-0.10157999494936162,0.11738418170201395
word_016,1.3385516323972737,2.201259705582652,-0.3882529836643306,-0.6119548915243989
word_017,3.1937711445076022,3.9084035993660002,0.548760146397848,0.14535556935788532
word_018,11.09342830172091,5.817264700181342,1.0200342771019475,1.240041831179835
word_019,7.164710521818465,8.463157720691406,2.5440011409817993,1.8987725364027777
word_020,0.03717934538206169,0.18508097547079183,-0.6638667027957037,-0.16283034461726925
word_021,2.559044150356431,4.933535405338475,0.336517027187757,0.040489972045401126
word_022,5.626631857649569,7.351422887361623,1.748515391160537,1.789216906447037
word_023,3.3794860131457702,3.0592789648990326,0.38552182191165013,0.4145264504236349
word_024,-0.5807202270409397,1.4008780805074306,-0.3063226164375814,-0.3622286662253828
word_025,-1.0261774583423113,-0.2561213794609345,-2.194726762587429,-1.3232144102409586
word_026,3.568261836541018,4.08531090808779,0.6889190982421352,0.2702021120724353
word_027,3.1535231837417865,4.132747916671706,-0.268899799526321,0.2681574977953282
word_028,5.174054918986088,7.826497390597807,1.7749682214969171,1.7156408795433036
word_029,0.9421410621299722,3.049913857805586,0.3178304942790936,-0.1480354083641988
word_030,4.73283827664896,4.324778615127846,-0.14202590338353072,-0.1577218527678752
word_031,2.412014763781159,1.6295888466136614,-0.4726368970670598,-0.08855083389429846
word_032,1.2579247788523547,2.418769840164643,-0.9059861037389396,-1.1351817600937424
word_033,0.5699951564345964,0.8236773845048075,-0.019697062930788517,-0.40923700012129305
word_034,5.112615912087156,2.9963641794874962,0.5690629795795737,0.6934709407160919
word_035,2.987701399579328,0.7928940915019469,-0.6737358535099979,-0.13491174535569594
word_036,5.775651676267356,6.9033464838906475,1.737600199085388,1.665397888628497
word_037,4.837048245211942,4.8570750483285865,0.27726919717520737,-0.39285999314262005
word_038,5.78072207090814,3.471943796563517,0.8771427020141802,0.29644877913213835
word_039,7.882631024642346,7.775607722608052,2.0639920380077488,1.687149652867054
word_040,2.724652685422071,2.7236116894995797,0.5985216355963162,0.33449856665130295
word_041,2.3648992289478645,2.5096115265652528,0.2308032318736786,0.21189632431537755
word_042,3.2474795060405084,4.681087719040813,-0.2908185718699324,0.005758615952799195
word_043,1.2334744587649393,2.365765726197038,-1.115181777412777,-1.3457196004646002
word_044,4.7626746470966825,4.653014727814968,0.20647298931233443,-0.32749538104906395
word_045,5.387009715602437,5.430098652266857,1.7300363066434798,2.0119836615040807
word_046,3.2854688648389816,1.8236715885809962,-1.6199126100014924,-1.431817220518806
word_047,4.53695718233724,5.143059364828374,-0.10196355386933342,0.4527196241245303
word_048,-0.4458993521770447,0.7777021524641059,-0.6948158443338766,-1.54450863788814
word_049,4.594979623521846,3.36094669185172,-0.12200790960071908,-0.043524062080073075
word_050,0.584999515115193,2.484079694689556,-0.22656867793683838,0.37988757160928666
word_051,2.083409615864262,2.168919970290931,0.14329453304041867,0.48765772695499743
word_052,3.4875479904880073,5.742579170548337,0.9896728013004189,0.5231972441791174
word_053,0.30983973021928035,-1.1360940403766415,-0.9585206456932384,-0.5680253610878683
word_054,1.4376551498511068,2.1338953106848697,-0.3759460242654047,-0.8167030248485845
word_055,2.6629617258306646,3.5894505928322924,-0.588301265347419,-0.8241120458698877
word_056,1.2501623925598826,3.299554985465681,0.17386995156029655,0.6940527525507586
word_057,1.4062531316280507,1.593235930259077,-0.09078746201524424,-0.24086108459408037
word_058,2.1815580464403683,3.5453403539126667,-0.205108840583519,0.1647753576280721
word_059,8.863352169888374,8.52650793562487,3.0846919337189,2.9362677445190437
word_060,3.340494439958367,1.2713713789270609,0.20353194781458012,-0.5147338887591656
word_061,3.807733361913026,4.037046245945014,0.06569378273421694,-0.3493875580858883
word_062,1.9323783285251999,3.8464664912875675,-0.2694188188420701,-0.8429983894594549
word_063,1.9419992342028831,1.9215881504643548,-0.572833902545929,-0.8045487263907579
word_064,-0.6135095694283828,0.312073286042319,-0.03740706398967228,-0.23526121902498054
word_065,5.022075315724404,3.7754385120509375,0.5848313943226898,0.5399330961477521
word_066,1.4969838950864716,-0.2720218283927607,-1.7177919848808092,-1.7798830396937053
word_067,1.6234256753164535,3.484372474072451,-1.0412817204751588,-0.15874576920496547
word_068,1.0944454319112007,0.6955132909022907,-0.45592300270177044,-1.1211100375169485
word_069,0.626521479252319,0.5530217197343688,0.7613759122081596,0.5437078719008291
word_070,2.155927884339242,0.9610336007445675,-0.8030921905328994,-0.5994720847773118
word_071,5.155085975721601,5.223883410964252,0.17411385799617207,0.968953835322665
word_072,3.8572782270171833,2.454157175292078,-0.06962854259960624,0.00996750609340498
word_073,0.3067415346515143,3.437521028065193,-0.6844962239902224,-0.157638818352619
word_074,6.463658368054135,3.3559205520288033,0.7473505058503029,0.025320826041332234
word_075,4.771076935270149,3.126526468523807,0.19540904369144985,0.9399479881832633
word_076,1.8561626403418794,2.441648258348655,-0.9710034978946377,-1.3124644750270646
word_077,0.2900437721783735,3.00031543732956,-0.6321884396383701,-0.8319022165743408
word_078,2.300771219924939,1.277584943891779,0.47080755765090687,-0.0521952956905411
word_079,5.52160122026856,4.538890355878477,-0.09657855944798048,0.0018412221255151504
word_080,5.558276311650916,5.303753634305261,-0.17454514376061392,0.7096429270404709
word_081,-0.01846688257569884,0.40503222025388697,-2.259347181455914,-1.0777943235629825
word_082,1.7113328321980574,2.587689868915619,0.9916641062327121,0.4319332961502229
word_083,2.99861168446557,2.3741447359881676,0.06620329868212195,0.3157740827026506
word_084,3.5901471292913607,3.1415847314936887,-0.606222026474694,0.0876337144648055
word_085,5.364438529587089,5.383130278749194,1.0221722322939513,0.9234190165526469
word_086,0.6939590436611174,3.1494766775568985,-0.46904779160105164,-0.6350050436769328
word_087,4.436498361115668,3.4461250300270576,-1.120686352166373,-1.2268251263585437
word_088,3.685531613763153,2.6323239516647474,0.3672517748505211,0.680065295326889
word_089,-0.03512876950626964,1.4914540357249682,0.1110862378350832,0.7412115540149609
word_090,0.020668688222683862,2.9823408249081615,-0.78934997362209,-0.5260929069730076
word_091,0.040923918018934025,0.15482117860606603,-0.8662190536318324,-0.7141973539565287
word_092,3.833679896897705,4.2654897434927825,0.26435428901785807,0.10777318084317117
word_093,1.6549385484257781,1.405476209975726,-0.2500818420946117,-0.004457142339047426
word_094,-0.6340844618037074,2.2227951481582076,-1.9999933030359327,-2.3227786533892663
word_095,4.623641547091075,5.77327256629046,1.1415306851673037,0.9717322287792625
word_096,5.618319634362681,3.480300761125795,0.5539222772140168,1.1390007584745288
word_097,5.724987935563475,4.630836029928364,0.8477378308119482,1.087779709856058
word_098,6.74995839149949,5.334487667411002,0.6008548925479403,0.7575986174691576
word_099,4.268432511495799,1.3204365540881966,-0.26421991036517206,-0.3119210181922546
word_100,1.4109582141735677,1.2901141185059424,0.08316075526969774,0.5309157125093754
